Product,Price,Date
iPhone 16 Plus (256GB),"32,206,493",2024-09-14
Samsung Galaxy Z Flip6 12GB/256GB,"30,625,660",2024-02-13
iPhone 16 Plus,"31,491,672",2023-12-24
iPhone 16 Pro (256GB),"34,365,878",2023-11-25
Samsung Galaxy Z Fold6 12GB/256GB,"35,710,465",2023-11-11
iPhone 16 Pro (256GB),"34,643,635",2024-08-04
iPhone 16 Plus,"31,706,773",2023-12-08
iPhone 16 Pro (256GB),"32,428,280",2024-08-15
iPhone 16 Plus (256GB),"32,799,692",2023-10-11
Samsung Galaxy Z Flip6 12GB/256GB,"28,327,351",2024-02-09
iPhone 16 Pro,"38,379,490",2023-11-27
iPhone 16 Pro Max,"44,664,385",2024-02-14
Samsung Galaxy Z Fold6 12GB/512GB,"43,734,303",2024-01-15
Samsung Galaxy Z Flip6 12GB/512GB,"32,128,676",2024-08-05
iPhone 16 Pro (256GB),"34,894,971",2023-09-20
iPhone 16 Pro (256GB),"33,320,202",2024-07-25
iPhone 16 Pro,"35,465,924",2024-04-20
Samsung Galaxy Z Flip6 12GB/512GB,"34,410,599",2024-08-14
Samsung Galaxy Z Flip6 12GB/256GB,"28,905,442",2023-08-21
Samsung Galaxy Z Fold6 12GB/256GB,"40,453,614",2024-07-09
Samsung Galaxy Z Flip6 12GB/256GB,"30,106,611",2024-02-06
iPhone 16 Pro Max (512GB),"46,418,272",2023-09-21
iPhone 16 (256GB),"31,375,703",2024-07-12
Samsung Galaxy Z Flip6 12GB/512GB,"33,623,549",2024-02-25
iPhone 16 Pro (256GB),"35,718,346",2024-01-16
iPhone 16 Plus,"33,827,948",2024-03-18
iPhone 16 Pro (256GB),"33,540,445",2024-09-23
iPhone 16 Pro Max,"41,200,859",2024-04-24
iPhone 16 (256GB),"28,857,774",2024-02-01
iPhone 16 (256GB),"29,317,475",2023-09-03
iPhone 16 Pro (256GB),"33,843,833",2024-04-08
iPhone 16 Pro Max (512GB),"45,286,281",2024-08-10
iPhone 16,"27,318,863",2024-03-12
Samsung Galaxy Z Fold6 12GB/256GB,"35,672,496",2024-06-04
iPhone 16 Plus (256GB),"35,179,733",2024-09-21
iPhone 16 Plus (256GB),"31,191,777",2023-11-26
iPhone 16 Pro (256GB),"36,560,585",2023-09-04
Samsung Galaxy Z Flip6 12GB/512GB,"34,604,195",2024-04-14
Samsung Galaxy Z Fold6 12GB/512GB,"43,817,352",2023-09-04
Samsung Galaxy Z Fold6 12GB/512GB,"44,366,809",2024-06-07
iPhone 16 Pro Max (512GB),"45,996,876",2023-09-17
iPhone 16 Pro Max (512GB),"47,922,846",2023-11-10
Samsung Galaxy Z Flip6 12GB/512GB,"34,267,654",2024-05-15
iPhone 16 Pro,"35,850,185",2024-03-22
iPhone 16 Pro Max,"49,868,882",2023-10-13
Samsung Galaxy Z Flip6 12GB/256GB,"31,881,842",2023-11-16
Samsung Galaxy Z Flip6 12GB/512GB,"32,836,292",2024-01-10
iPhone 16,"30,856,231",2023-11-01
Samsung Galaxy Z Fold6 12GB/1TB,"46,401,934",2024-02-28
iPhone 16 Pro Max (512GB),"48,421,585",2023-11-27
Samsung Galaxy Z Fold6 12GB/256GB,"37,553,886",2024-07-14
iPhone 16 Plus,"32,350,481",2024-04-11
iPhone 16 (256GB),"29,548,312",2023-07-26
iPhone 16,"28,463,926",2024-06-19
Samsung Galaxy Z Fold6 12GB/1TB,"49,168,941",2024-07-23
iPhone 16 Plus (256GB),"34,655,762",2023-10-21
Samsung Galaxy Z Flip6 12GB/256GB,"32,460,939",2024-02-20
Samsung Galaxy Z Flip6 12GB/512GB,"33,951,737",2023-09-24
iPhone 16 (256GB),"28,470,191",2024-09-18
iPhone 16 Pro Max (512GB),"45,476,629",2024-02-14
Samsung Galaxy Z Flip6 12GB/512GB,"32,141,899",2023-10-19
Samsung Galaxy Z Fold6 12GB/1TB,"49,923,461",2024-02-14
Samsung Galaxy Z Flip6 12GB/512GB,"35,266,588",2024-06-06
Samsung Galaxy Z Flip6 12GB/512GB,"32,329,359",2024-05-19
iPhone 16 (256GB),"29,986,348",2023-12-16
Samsung Galaxy Z Fold6 12GB/256GB,"39,650,387",2023-11-17
Samsung Galaxy Z Fold6 12GB/512GB,"41,884,662",2024-03-03
Samsung Galaxy Z Fold6 12GB/256GB,"35,733,175",2023-10-14
Samsung Galaxy Z Flip6 12GB/256GB,"32,426,300",2024-06-04
iPhone 16 Pro Max (512GB),"48,335,335",2024-09-23
iPhone 16 Pro,"40,162,764",2024-07-14
iPhone 16 Pro Max,"42,533,885",2024-08-25
Samsung Galaxy Z Flip6 12GB/512GB,"34,468,961",2024-03-22
Samsung Galaxy Z Flip6 12GB/256GB,"28,609,944",2024-06-03
iPhone 16 (256GB),"28,488,632",2024-07-19
iPhone 16 Pro,"35,641,469",2024-03-06
iPhone 16 (256GB),"30,443,942",2024-03-21
iPhone 16 Plus (256GB),"35,499,648",2024-04-20
iPhone 16 Plus (256GB),"34,735,400",2023-10-03
Samsung Galaxy Z Fold6 12GB/512GB,"41,921,652",2024-02-04
Samsung Galaxy Z Fold6 12GB/1TB,"47,360,427",2023-12-01
Samsung Galaxy Z Flip6 12GB/256GB,"31,480,304",2024-06-09
iPhone 16 Pro Max (512GB),"50,526,352",2024-09-09
Samsung Galaxy Z Fold6 12GB/512GB,"45,155,566",2023-08-19
iPhone 16 Pro Max (512GB),"49,342,717",2023-10-28
Samsung Galaxy Z Fold6 12GB/256GB,"36,393,859",2024-01-13
Samsung Galaxy Z Flip6 12GB/256GB,"28,701,353",2023-07-29
iPhone 16,"30,548,333",2023-09-02
Samsung Galaxy Z Flip6 12GB/512GB,"33,100,156",2024-03-27
Samsung Galaxy Z Flip6 12GB/512GB,"35,823,650",2024-02-19
Samsung Galaxy Z Fold6 12GB/256GB,"38,361,870",2023-12-05
iPhone 16 Pro,"39,750,850",2023-11-11
Samsung Galaxy Z Fold6 12GB/512GB,"45,421,909",2024-09-15
Samsung Galaxy Z Fold6 12GB/512GB,"41,550,999",2023-12-30
Samsung Galaxy Z Flip6 12GB/256GB,"32,408,301",2024-05-29
Samsung Galaxy Z Fold6 12GB/1TB,"46,414,201",2023-11-15
iPhone 16 Plus,"31,337,887",2024-06-21
iPhone 16 Plus (256GB),"35,633,441",2024-04-15
iPhone 16 Pro (256GB),"34,824,868",2024-09-06
iPhone 16,"25,829,931",2023-08-16
iPhone 16 Plus,"30,239,738",2024-03-21
iPhone 16 Plus (256GB),"34,686,112",2024-02-16
iPhone 16 Plus,"30,522,705",2024-02-09
iPhone 16 Plus,"34,357,695",2023-10-12
iPhone 16 Plus,"32,121,252",2023-10-05
iPhone 16 Pro Max (512GB),"46,115,203",2024-06-19
iPhone 16 Pro,"37,206,886",2023-08-01
Samsung Galaxy Z Flip6 12GB/256GB,"30,911,327",2024-03-25
Samsung Galaxy Z Fold6 12GB/512GB,"40,207,686",2024-07-23
iPhone 16,"26,928,663",2023-11-16
iPhone 16 (256GB),"32,472,181",2024-04-10
iPhone 16 (256GB),"31,961,424",2023-08-17
iPhone 16,"29,813,909",2024-07-08
Samsung Galaxy Z Fold6 12GB/512GB,"45,727,695",2024-05-28
Samsung Galaxy Z Fold6 12GB/1TB,"46,133,518",2023-08-18
iPhone 16 (256GB),"31,585,571",2023-12-15
Samsung Galaxy Z Fold6 12GB/256GB,"37,395,144",2023-09-30
iPhone 16 (256GB),"29,155,556",2024-04-02
Samsung Galaxy Z Flip6 12GB/256GB,"28,253,150",2023-10-05
Samsung Galaxy Z Flip6 12GB/256GB,"29,989,134",2024-07-03
iPhone 16 Pro (256GB),"36,118,495",2024-07-10
iPhone 16,"27,482,478",2024-05-03
iPhone 16 Pro Max (512GB),"47,114,310",2024-07-16
iPhone 16 Pro,"35,133,905",2024-02-25
Samsung Galaxy Z Flip6 12GB/256GB,"28,191,284",2024-01-11
Samsung Galaxy Z Flip6 12GB/512GB,"33,924,340",2023-07-16
Samsung Galaxy Z Flip6 12GB/512GB,"34,932,732",2023-12-17
iPhone 16 Pro Max,"46,225,481",2024-04-06
iPhone 16 Plus (256GB),"34,935,242",2023-12-31
Samsung Galaxy Z Flip6 12GB/512GB,"34,507,911",2024-07-05
Samsung Galaxy Z Fold6 12GB/1TB,"46,528,841",2023-09-08
Samsung Galaxy Z Fold6 12GB/1TB,"50,406,807",2023-08-18
iPhone 16 Plus (256GB),"30,686,117",2024-03-09
Samsung Galaxy Z Flip6 12GB/512GB,"32,315,582",2024-09-27
iPhone 16 Pro,"38,674,496",2023-12-17
Samsung Galaxy Z Fold6 12GB/512GB,"44,244,740",2023-07-18
iPhone 16 Pro (256GB),"36,818,429",2024-08-31
iPhone 16 Plus (256GB),"34,893,762",2024-01-10
Samsung Galaxy Z Fold6 12GB/1TB,"49,446,616",2023-07-30
Samsung Galaxy Z Fold6 12GB/256GB,"39,154,976",2024-01-10
iPhone 16 Pro,"38,764,649",2024-08-31
Samsung Galaxy Z Fold6 12GB/1TB,"47,677,956",2024-09-13
Samsung Galaxy Z Fold6 12GB/512GB,"40,708,998",2024-01-11
Samsung Galaxy Z Fold6 12GB/1TB,"48,848,945",2024-09-17
Samsung Galaxy Z Fold6 12GB/1TB,"47,961,450",2024-03-24
iPhone 16,"25,456,800",2023-08-23
Samsung Galaxy Z Fold6 12GB/1TB,"49,524,338",2024-04-01
iPhone 16,"25,277,999",2023-11-20
Samsung Galaxy Z Flip6 12GB/512GB,"35,898,676",2023-12-25
iPhone 16,"25,232,600",2023-12-22
Samsung Galaxy Z Fold6 12GB/256GB,"39,395,891",2024-04-03
Samsung Galaxy Z Fold6 12GB/256GB,"37,533,696",2023-09-15
Samsung Galaxy Z Fold6 12GB/1TB,"48,737,855",2023-10-26
iPhone 16 Plus (256GB),"33,661,776",2023-11-04
Samsung Galaxy Z Flip6 12GB/512GB,"35,587,534",2023-09-01
iPhone 16 Plus,"35,697,814",2023-11-20
iPhone 16 Plus,"30,932,728",2023-08-22
iPhone 16 Plus,"35,623,580",2024-07-17
Samsung Galaxy Z Flip6 12GB/512GB,"34,511,689",2024-06-01
iPhone 16 Plus,"35,153,422",2024-05-24
iPhone 16 Plus (256GB),"33,116,212",2023-08-14
iPhone 16 Pro Max (512GB),"50,141,370",2024-04-07
Samsung Galaxy Z Fold6 12GB/256GB,"39,735,865",2024-04-27
Samsung Galaxy Z Fold6 12GB/256GB,"36,462,417",2024-01-03
Samsung Galaxy Z Flip6 12GB/256GB,"32,122,211",2024-09-06
Samsung Galaxy Z Fold6 12GB/1TB,"50,276,174",2024-03-24
iPhone 16 (256GB),"32,316,166",2023-10-29
Samsung Galaxy Z Fold6 12GB/512GB,"43,324,402",2023-07-23
iPhone 16 Pro (256GB),"36,461,981",2024-07-06
iPhone 16 Pro Max,"50,157,871",2024-01-10
iPhone 16 Pro Max (512GB),"47,466,467",2024-02-15
iPhone 16 Pro,"39,307,355",2024-06-20
iPhone 16 Plus,"31,162,924",2023-12-02
Samsung Galaxy Z Flip6 12GB/256GB,"30,927,342",2024-02-20
iPhone 16 Pro (256GB),"35,320,786",2023-12-03
Samsung Galaxy Z Fold6 12GB/512GB,"44,506,255",2024-01-26
iPhone 16 Plus (256GB),"35,762,924",2024-01-27
iPhone 16 Plus,"33,740,363",2023-12-29
iPhone 16 (256GB),"30,237,709",2024-09-10
iPhone 16 Pro (256GB),"34,843,357",2024-09-28
Samsung Galaxy Z Fold6 12GB/256GB,"38,744,363",2024-07-10
iPhone 16 Pro Max,"42,739,549",2024-09-22
iPhone 16 (256GB),"30,769,118",2024-08-06
iPhone 16 (256GB),"29,471,461",2023-12-04
Samsung Galaxy Z Flip6 12GB/256GB,"30,796,207",2024-09-23
Samsung Galaxy Z Fold6 12GB/256GB,"39,713,320",2023-11-18
iPhone 16 Pro,"39,478,863",2024-07-25
Samsung Galaxy Z Fold6 12GB/1TB,"46,878,469",2024-04-01
Samsung Galaxy Z Fold6 12GB/512GB,"44,872,467",2024-08-14
Samsung Galaxy Z Flip6 12GB/512GB,"33,538,460",2023-09-03
Samsung Galaxy Z Flip6 12GB/512GB,"33,463,561",2023-09-11
Samsung Galaxy Z Flip6 12GB/512GB,"32,823,434",2024-04-17
Samsung Galaxy Z Fold6 12GB/256GB,"35,463,690",2024-01-29
iPhone 16,"28,439,783",2023-10-25
iPhone 16 (256GB),"32,945,657",2024-05-10
Samsung Galaxy Z Flip6 12GB/256GB,"31,150,726",2024-01-14
iPhone 16 Pro,"39,461,667",2023-11-11
Samsung Galaxy Z Fold6 12GB/512GB,"40,828,431",2024-04-09
Samsung Galaxy Z Flip6 12GB/256GB,"28,981,950",2024-05-28
iPhone 16 Plus (256GB),"30,901,310",2024-08-30
iPhone 16 Pro,"37,605,513",2024-03-10
Samsung Galaxy Z Fold6 12GB/512GB,"43,595,238",2023-10-23
Samsung Galaxy Z Fold6 12GB/256GB,"35,872,982",2023-12-31
iPhone 16 Pro (256GB),"33,715,531",2023-10-02
iPhone 16 Plus,"35,505,428",2023-07-20
iPhone 16 Pro Max,"42,947,906",2023-08-06
Samsung Galaxy Z Flip6 12GB/512GB,"32,243,203",2024-02-18
Samsung Galaxy Z Flip6 12GB/512GB,"35,629,957",2024-07-12
Samsung Galaxy Z Fold6 12GB/256GB,"38,401,918",2023-12-26
iPhone 16 Plus (256GB),"30,958,629",2023-10-16
iPhone 16 Pro,"37,333,989",2024-03-19
Samsung Galaxy Z Flip6 12GB/512GB,"35,949,556",2023-11-01
Samsung Galaxy Z Fold6 12GB/256GB,"37,901,807",2024-03-30
iPhone 16 Pro (256GB),"33,399,199",2024-06-04
iPhone 16 Plus,"31,743,881",2024-02-06
iPhone 16 Pro,"40,623,634",2024-03-19
Samsung Galaxy Z Flip6 12GB/512GB,"33,951,809",2023-10-06
iPhone 16 Plus (256GB),"32,228,779",2024-08-11
iPhone 16 Pro,"40,748,850",2023-10-31
Samsung Galaxy Z Fold6 12GB/512GB,"40,934,964",2023-10-08
Samsung Galaxy Z Flip6 12GB/256GB,"29,771,115",2023-07-25
iPhone 16 Pro Max (512GB),"47,490,840",2023-10-16
iPhone 16 Plus (256GB),"33,572,691",2024-06-05
Samsung Galaxy Z Fold6 12GB/256GB,"35,107,363",2023-08-01
iPhone 16 Pro,"36,420,824",2024-09-12
Samsung Galaxy Z Flip6 12GB/512GB,"32,642,968",2024-08-31
iPhone 16 Pro Max (512GB),"45,794,734",2023-09-14
Samsung Galaxy Z Fold6 12GB/256GB,"38,515,547",2024-07-08
iPhone 16 (256GB),"31,842,796",2024-05-15
Samsung Galaxy Z Fold6 12GB/512GB,"45,201,498",2023-07-25
iPhone 16 Pro Max (512GB),"49,262,263",2023-09-27
iPhone 16 Plus (256GB),"35,849,842",2023-11-21
Samsung Galaxy Z Flip6 12GB/256GB,"30,406,124",2023-10-19
iPhone 16 Pro Max,"43,381,300",2023-08-08
iPhone 16,"26,496,270",2024-02-20
iPhone 16 Pro (256GB),"32,495,987",2023-12-22
iPhone 16 Plus,"30,267,904",2023-08-18
Samsung Galaxy Z Flip6 12GB/256GB,"29,273,845",2023-10-13
Samsung Galaxy Z Fold6 12GB/256GB,"35,405,380",2023-11-20
Samsung Galaxy Z Flip6 12GB/512GB,"32,222,144",2024-01-19
Samsung Galaxy Z Flip6 12GB/512GB,"35,327,983",2023-11-08
Samsung Galaxy Z Flip6 12GB/512GB,"32,885,998",2024-03-14
iPhone 16 Pro Max (512GB),"48,945,945",2024-06-08
Samsung Galaxy Z Flip6 12GB/512GB,"34,793,775",2023-08-06
iPhone 16,"30,923,346",2024-02-21
iPhone 16 Pro (256GB),"35,775,641",2024-02-28
iPhone 16,"26,437,463",2024-01-07
iPhone 16 Pro (256GB),"35,324,735",2023-10-06
iPhone 16 Pro Max (512GB),"50,385,201",2024-08-12
iPhone 16 Pro Max (512GB),"49,330,175",2023-10-30
iPhone 16 Pro,"38,277,438",2024-07-05
iPhone 16 Pro (256GB),"33,955,953",2023-07-26
iPhone 16 Pro Max (512GB),"50,568,854",2023-11-15
iPhone 16,"26,385,128",2024-04-27
iPhone 16 Pro Max (512GB),"47,735,853",2023-10-26
Samsung Galaxy Z Fold6 12GB/512GB,"41,248,600",2024-06-15
iPhone 16 Pro (256GB),"32,901,590",2024-06-27
iPhone 16 (256GB),"29,130,921",2024-03-25
iPhone 16,"26,216,616",2024-01-08
Samsung Galaxy Z Flip6 12GB/512GB,"34,365,461",2024-08-09
Samsung Galaxy Z Flip6 12GB/512GB,"33,644,314",2023-12-21
iPhone 16 Pro,"38,108,685",2024-05-07
iPhone 16 Pro (256GB),"33,746,747",2023-12-31
iPhone 16 Plus,"31,517,578",2023-08-25
iPhone 16 Pro,"35,944,154",2024-09-06
iPhone 16 Plus,"32,745,258",2023-08-14
iPhone 16 Plus,"32,461,266",2024-04-11
iPhone 16 Pro,"38,584,503",2023-12-10
iPhone 16 Pro Max,"41,196,132",2024-03-13
iPhone 16 Plus (256GB),"32,293,545",2023-12-24
iPhone 16,"28,270,682",2023-11-09
iPhone 16 Plus,"35,811,213",2024-02-16
Samsung Galaxy Z Flip6 12GB/256GB,"32,493,445",2023-07-22
iPhone 16 (256GB),"28,751,467",2023-12-25
Samsung Galaxy Z Fold6 12GB/1TB,"48,752,751",2024-06-10
iPhone 16 Plus,"32,386,748",2024-09-08
iPhone 16 Plus (256GB),"30,892,629",2023-10-05
Samsung Galaxy Z Flip6 12GB/256GB,"29,418,958",2023-12-06
iPhone 16 Pro Max (512GB),"49,689,593",2024-06-02
iPhone 16 Plus (256GB),"33,199,796",2024-02-14
Samsung Galaxy Z Flip6 12GB/256GB,"29,594,219",2024-07-27
iPhone 16 Pro,"39,660,528",2023-07-14
iPhone 16 (256GB),"31,646,561",2024-04-28
iPhone 16,"29,682,444",2024-02-29
Samsung Galaxy Z Fold6 12GB/512GB,"45,492,757",2024-02-20
iPhone 16 Pro (256GB),"37,380,479",2024-01-01
Samsung Galaxy Z Fold6 12GB/256GB,"38,840,950",2023-11-07
iPhone 16,"29,787,222",2024-05-01
Samsung Galaxy Z Flip6 12GB/256GB,"29,372,665",2024-02-04
Samsung Galaxy Z Flip6 12GB/256GB,"29,695,472",2024-07-03
iPhone 16,"27,825,295",2023-12-28
Samsung Galaxy Z Fold6 12GB/256GB,"35,330,818",2023-10-22
iPhone 16 Pro,"40,607,481",2024-05-29
iPhone 16,"26,568,780",2024-02-05
iPhone 16 (256GB),"30,199,447",2024-07-10
Samsung Galaxy Z Flip6 12GB/256GB,"30,880,375",2023-10-14
iPhone 16 (256GB),"30,232,848",2023-08-31
iPhone 16 Pro,"40,680,906",2024-08-05
iPhone 16 Plus (256GB),"34,130,719",2024-01-02
Samsung Galaxy Z Flip6 12GB/256GB,"31,269,895",2024-04-16
iPhone 16 Pro Max,"41,382,750",2023-10-25
iPhone 16 Pro Max (512GB),"47,848,410",2023-09-07
Samsung Galaxy Z Flip6 12GB/512GB,"35,475,725",2024-05-23
iPhone 16 Plus (256GB),"32,665,474",2024-02-13
Samsung Galaxy Z Fold6 12GB/512GB,"40,287,626",2024-09-17
iPhone 16 Pro Max,"43,390,194",2023-07-10
iPhone 16 Pro Max (512GB),"49,453,698",2024-05-15
Samsung Galaxy Z Flip6 12GB/512GB,"33,711,999",2024-01-11
iPhone 16 Plus (256GB),"30,114,250",2023-07-27
iPhone 16 Pro (256GB),"33,511,780",2023-10-18
iPhone 16 Plus,"30,936,676",2024-05-03
iPhone 16 Plus,"32,284,424",2023-12-16
iPhone 16 (256GB),"29,719,784",2024-02-21
iPhone 16 Pro Max (512GB),"46,287,455",2023-09-23
iPhone 16 Pro (256GB),"36,806,975",2023-12-27
iPhone 16,"27,480,868",2023-10-20
iPhone 16 Pro Max (512GB),"50,609,907",2024-02-05
Samsung Galaxy Z Flip6 12GB/256GB,"32,635,734",2024-07-31
iPhone 16 Plus,"33,826,436",2023-10-19
iPhone 16 Pro (256GB),"32,634,969",2023-07-28
iPhone 16 (256GB),"28,268,196",2024-05-19
iPhone 16 Pro Max (512GB),"49,554,714",2024-08-24
iPhone 16 Plus (256GB),"35,398,335",2023-07-20
Samsung Galaxy Z Flip6 12GB/256GB,"31,388,830",2023-11-04
Samsung Galaxy Z Fold6 12GB/256GB,"39,924,147",2023-09-11
iPhone 16 Plus (256GB),"35,912,636",2023-10-08
iPhone 16 Pro Max (512GB),"50,341,604",2024-02-11
Samsung Galaxy Z Flip6 12GB/256GB,"32,823,139",2024-05-19
iPhone 16 Pro,"37,967,979",2023-08-14
Samsung Galaxy Z Fold6 12GB/256GB,"37,698,764",2024-04-13
iPhone 16 Plus,"33,492,186",2024-01-11
Samsung Galaxy Z Fold6 12GB/256GB,"36,173,676",2024-03-25
iPhone 16 Pro Max (512GB),"48,793,864",2024-05-12
iPhone 16 Pro (256GB),"34,609,199",2024-05-20
iPhone 16 Plus,"30,702,581",2023-07-12
Samsung Galaxy Z Flip6 12GB/256GB,"32,456,917",2023-10-24
iPhone 16 Pro Max (512GB),"49,671,446",2024-07-29
iPhone 16 Plus,"35,283,247",2023-11-15
Samsung Galaxy Z Flip6 12GB/256GB,"31,104,236",2023-12-27
Samsung Galaxy Z Fold6 12GB/256GB,"36,703,886",2024-02-24
Samsung Galaxy Z Flip6 12GB/512GB,"34,806,199",2024-06-11
Samsung Galaxy Z Fold6 12GB/1TB,"45,411,519",2024-02-17
iPhone 16,"26,285,866",2024-07-28
Samsung Galaxy Z Fold6 12GB/512GB,"43,200,964",2023-09-03
Samsung Galaxy Z Flip6 12GB/512GB,"33,619,507",2023-09-29
iPhone 16 Pro (256GB),"37,437,716",2024-02-04
iPhone 16 Pro Max (512GB),"49,508,668",2024-03-07
iPhone 16 Pro,"40,885,564",2024-05-04
iPhone 16 Plus (256GB),"35,656,510",2023-12-19
iPhone 16 Pro,"36,761,954",2023-08-22
iPhone 16,"25,574,195",2024-02-02
Samsung Galaxy Z Fold6 12GB/1TB,"49,789,980",2023-07-26
Samsung Galaxy Z Fold6 12GB/1TB,"47,863,729",2024-05-27
Samsung Galaxy Z Fold6 12GB/512GB,"40,128,190",2023-10-28
Samsung Galaxy Z Fold6 12GB/256GB,"40,468,949",2024-06-14
Samsung Galaxy Z Fold6 12GB/1TB,"45,366,734",2024-01-26
iPhone 16 Pro (256GB),"32,532,344",2024-05-01
iPhone 16 Pro (256GB),"37,211,685",2024-01-26
iPhone 16 (256GB),"31,452,421",2024-04-29
iPhone 16 Pro (256GB),"37,702,482",2024-08-24
Samsung Galaxy Z Flip6 12GB/512GB,"34,115,180",2023-09-22
iPhone 16 Plus (256GB),"33,723,378",2024-03-10
Samsung Galaxy Z Fold6 12GB/1TB,"48,136,315",2024-02-18
iPhone 16 (256GB),"30,217,314",2023-08-31
Samsung Galaxy Z Fold6 12GB/256GB,"37,245,400",2024-06-14
iPhone 16 Pro,"38,450,119",2024-02-10
iPhone 16 Plus (256GB),"31,923,289",2023-08-24
Samsung Galaxy Z Flip6 12GB/256GB,"31,983,566",2024-01-16
iPhone 16 Pro,"39,509,638",2024-09-03
iPhone 16,"29,545,826",2023-10-08
Samsung Galaxy Z Fold6 12GB/256GB,"35,965,116",2024-07-13
Samsung Galaxy Z Fold6 12GB/1TB,"48,752,733",2023-12-15
iPhone 16 (256GB),"32,952,984",2023-10-30
iPhone 16 Plus,"34,962,466",2023-10-26
iPhone 16,"26,552,107",2023-11-21
Samsung Galaxy Z Flip6 12GB/256GB,"32,310,152",2024-04-25
iPhone 16 Plus (256GB),"31,402,483",2024-02-26
iPhone 16 Pro Max,"48,170,379",2024-04-20
iPhone 16 Pro (256GB),"37,308,602",2023-07-23
Samsung Galaxy Z Flip6 12GB/512GB,"32,878,732",2024-01-20
iPhone 16 Pro (256GB),"32,583,592",2024-03-27
Samsung Galaxy Z Fold6 12GB/256GB,"37,366,460",2023-09-02
Samsung Galaxy Z Flip6 12GB/512GB,"34,623,675",2024-09-08
iPhone 16 (256GB),"32,188,828",2023-08-31
Samsung Galaxy Z Flip6 12GB/256GB,"29,229,151",2024-02-20
Samsung Galaxy Z Flip6 12GB/512GB,"32,996,269",2023-11-21
iPhone 16,"26,110,318",2023-12-27
iPhone 16 Plus,"30,827,591",2024-09-18
Samsung Galaxy Z Fold6 12GB/1TB,"46,852,503",2023-11-03
iPhone 16 Pro Max (512GB),"48,633,366",2023-10-07
Samsung Galaxy Z Fold6 12GB/1TB,"45,376,433",2023-10-06
Samsung Galaxy Z Flip6 12GB/256GB,"31,835,263",2023-07-11
iPhone 16 Pro,"39,719,722",2024-08-13
iPhone 16 Plus (256GB),"30,305,194",2024-03-05
iPhone 16 Pro,"39,784,869",2024-05-30
Samsung Galaxy Z Fold6 12GB/256GB,"37,729,872",2024-09-16
Samsung Galaxy Z Fold6 12GB/512GB,"45,259,191",2023-11-17
iPhone 16 Pro Max,"45,688,191",2023-07-16
iPhone 16 Plus (256GB),"31,845,572",2023-11-23
Samsung Galaxy Z Flip6 12GB/512GB,"33,572,913",2024-07-10
Samsung Galaxy Z Fold6 12GB/1TB,"48,545,250",2024-03-21
iPhone 16 Pro (256GB),"33,454,699",2024-04-19
iPhone 16 (256GB),"31,541,203",2023-09-26
Samsung Galaxy Z Fold6 12GB/256GB,"35,753,337",2024-03-03
iPhone 16 Plus,"35,336,862",2023-12-02
iPhone 16,"29,683,578",2023-09-26
iPhone 16 Pro,"39,711,414",2024-06-09
Samsung Galaxy Z Flip6 12GB/512GB,"32,690,788",2024-05-14
iPhone 16 Pro (256GB),"35,600,506",2024-09-05
Samsung Galaxy Z Flip6 12GB/256GB,"30,805,386",2023-08-03
iPhone 16,"26,514,203",2024-04-11
Samsung Galaxy Z Flip6 12GB/512GB,"35,139,680",2024-01-08
iPhone 16 Pro (256GB),"34,184,803",2023-07-22
Samsung Galaxy Z Fold6 12GB/1TB,"49,431,319",2024-02-15
iPhone 16 Pro Max,"40,406,249",2023-11-13
iPhone 16 Pro Max,"40,596,865",2024-01-12
Samsung Galaxy Z Fold6 12GB/512GB,"44,360,406",2024-09-21
iPhone 16 Plus,"35,415,923",2024-06-16
Samsung Galaxy Z Fold6 12GB/1TB,"45,857,698",2023-08-14
iPhone 16,"25,664,195",2023-09-15
iPhone 16 Pro,"36,280,314",2024-09-15
iPhone 16 Plus (256GB),"34,477,849",2023-08-18
Samsung Galaxy Z Fold6 12GB/1TB,"50,767,666",2023-11-13
iPhone 16 Pro,"35,924,138",2024-07-25
Samsung Galaxy Z Fold6 12GB/256GB,"37,880,161",2023-08-10
iPhone 16,"26,568,832",2024-06-03
Samsung Galaxy Z Fold6 12GB/1TB,"45,988,594",2024-06-15
iPhone 16 Pro,"38,308,819",2024-07-06
Samsung Galaxy Z Flip6 12GB/512GB,"34,434,424",2024-09-11
Samsung Galaxy Z Fold6 12GB/512GB,"41,517,981",2024-05-03
iPhone 16 Pro Max (512GB),"50,131,111",2024-05-06
Samsung Galaxy Z Fold6 12GB/512GB,"40,850,773",2023-09-07
iPhone 16 Pro,"37,727,359",2023-09-28
iPhone 16 Pro Max,"44,859,464",2024-08-08
Samsung Galaxy Z Fold6 12GB/512GB,"43,104,827",2023-12-25
Samsung Galaxy Z Fold6 12GB/256GB,"37,478,919",2023-11-27
iPhone 16 Pro,"40,548,497",2024-01-22
iPhone 16 Pro,"40,605,465",2023-09-10
iPhone 16 (256GB),"29,223,732",2024-09-27
Samsung Galaxy Z Flip6 12GB/512GB,"33,665,583",2024-02-19
iPhone 16 Pro Max,"47,355,767",2024-06-10
iPhone 16,"30,172,786",2024-04-13
iPhone 16 Pro (256GB),"35,165,817",2023-11-21
iPhone 16 Plus (256GB),"30,428,710",2023-11-11
iPhone 16 Pro (256GB),"36,254,213",2024-06-25
iPhone 16 Plus,"30,522,264",2024-03-09
