Product,Price,Date
TECNO SPARK Go 2024 4GB 64GB,1628000,11/4/2023
Samsung Galaxy S24 Plus 12GB 512GB,30844000,11/4/2023
TECNO SPARK 20PRO+,3286000,11/4/2023
Samsung Galaxy S24 Plus 12GB 256GB,24945000,11/4/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,10605000,11/4/2023
Samsung Galaxy S23 FE 8GB 256GB,12688000,11/4/2023
Tecno Camon 30 12GB/256GB,5202000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,28032000,11/4/2023
TECNO POVA 5 8GB 128GB,3769000,11/4/2023
Samsung Galaxy M55 (12GB 256GB),9010000,11/4/2023
TECNO SPARK 20 8GB 128GB,3595000,11/4/2023
Tecno Camon 30 8GB/256GB,6125000,11/4/2023
OPPO Find X5 Pro 12GB 256GB,13960000,11/4/2023
Tecno Pova 6 (8GB/256GB),7369000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,31385000,11/4/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,12599000,11/4/2023
Samsung Galaxy S23 8GB 128GB,10015000,11/4/2023
iPhone 16 128GB,21891000,11/4/2023
iPhone 16 Pro Max 256GB,48471000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,20712000,11/4/2023
iPhone 16 Pro 128GB,25318000,11/4/2023
iPhone 15 Pro Max 256GB,20223000,11/4/2023
Samsung Galaxy Z Fold6,41384000,11/4/2023
iPhone 13 128GB,18147000,11/4/2023
iPhone 15 128GB,20911000,11/4/2023
iPhone 14 Pro Max 128GB,23723000,11/4/2023
Samsung Galaxy A15 LTE 8GB 128GB,6044000,11/4/2023
iPhone 15 Plus 128GB,31740000,11/4/2023
iPhone 15 Pro 128GB,29485000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,39192000,11/4/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,11047000,11/4/2023
Samsung Galaxy Z Flip6,25374000,11/4/2023
Xiaomi 14T,12506000,11/4/2023
iPhone 12 Pro Max 128GB,25752000,11/4/2023
Xiaomi Redmi Note 13 (6GB 128GB),3098000,11/4/2023
Samsung Galaxy S23 8GB 128GB,10885000,11/4/2023
iPhone 13 Pro Max 128GB,17083000,11/4/2023
TECNO SPARK Go 2024 4GB 64GB,2230000,11/4/2023
Samsung Galaxy S24 Plus 12GB 512GB,33213000,11/4/2023
TECNO SPARK 20PRO+,5415000,11/4/2023
Samsung Galaxy S24 Plus 12GB 256GB,15648000,11/4/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,13432000,11/4/2023
Samsung Galaxy S23 FE 8GB 256GB,13010000,11/4/2023
Tecno Camon 30 12GB/256GB,4859000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,24603000,11/4/2023
TECNO POVA 5 8GB 128GB,4428000,11/4/2023
Samsung Galaxy M55 (12GB 256GB),13236000,11/4/2023
TECNO SPARK 20 8GB 128GB,1950000,11/4/2023
Tecno Camon 30 8GB/256GB,5095000,11/4/2023
OPPO Find X5 Pro 12GB 256GB,10320000,11/4/2023
Tecno Pova 6 (8GB/256GB),7363000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,21355000,11/4/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,13555000,11/4/2023
Samsung Galaxy S23 8GB 128GB,18609000,11/4/2023
iPhone 16 128GB,21777000,11/4/2023
iPhone 16 Pro Max 256GB,49689000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,21868000,11/4/2023
iPhone 16 Pro 128GB,24270000,11/4/2023
iPhone 15 Pro Max 256GB,25375000,11/4/2023
Samsung Galaxy Z Fold6,51263000,11/4/2023
iPhone 13 128GB,12472000,11/4/2023
iPhone 15 128GB,26271000,11/4/2023
iPhone 14 Pro Max 128GB,17585000,11/4/2023
Samsung Galaxy A15 LTE 8GB 128GB,3559000,11/4/2023
iPhone 15 Plus 128GB,20481000,11/4/2023
iPhone 15 Pro 128GB,21090000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,37376000,11/4/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,7642000,11/4/2023
Samsung Galaxy Z Flip6,27370000,11/4/2023
Xiaomi 14T,15949000,11/4/2023
iPhone 12 Pro Max 128GB,26268000,11/4/2023
Xiaomi Redmi Note 13 (6GB 128GB),4659000,11/4/2023
Samsung Galaxy S23 8GB 128GB,18356000,11/4/2023
iPhone 13 Pro Max 128GB,20733000,11/4/2023
TECNO SPARK Go 2024 4GB 64GB,1886000,11/4/2023
Samsung Galaxy S24 Plus 12GB 512GB,30032000,11/4/2023
TECNO SPARK 20PRO+,5668000,11/4/2023
Samsung Galaxy S24 Plus 12GB 256GB,15635000,11/4/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,10944000,11/4/2023
Samsung Galaxy S23 FE 8GB 256GB,11633000,11/4/2023
Tecno Camon 30 12GB/256GB,5124000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,21763000,11/4/2023
TECNO POVA 5 8GB 128GB,3467000,11/4/2023
Samsung Galaxy M55 (12GB 256GB),10529000,11/4/2023
TECNO SPARK 20 8GB 128GB,3225000,11/4/2023
Tecno Camon 30 8GB/256GB,6226000,11/4/2023
OPPO Find X5 Pro 12GB 256GB,17051000,11/4/2023
Tecno Pova 6 (8GB/256GB),7738000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,32702000,11/4/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,14031000,11/4/2023
Samsung Galaxy S23 8GB 128GB,12529000,11/4/2023
iPhone 16 128GB,25563000,11/4/2023
iPhone 16 Pro Max 256GB,45663000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22019000,11/4/2023
iPhone 16 Pro 128GB,25248000,11/4/2023
iPhone 15 Pro Max 256GB,25144000,11/4/2023
Samsung Galaxy Z Fold6,30215000,11/4/2023
iPhone 13 128GB,11823000,11/4/2023
iPhone 15 128GB,19279000,11/4/2023
iPhone 14 Pro Max 128GB,23623000,11/4/2023
Samsung Galaxy A15 LTE 8GB 128GB,6101000,11/4/2023
iPhone 15 Plus 128GB,19283000,11/4/2023
iPhone 15 Pro 128GB,22109000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,23869000,11/4/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,6305000,11/4/2023
Samsung Galaxy Z Flip6,32758000,11/4/2023
Xiaomi 14T,10628000,11/4/2023
iPhone 12 Pro Max 128GB,21155000,11/4/2023
Xiaomi Redmi Note 13 (6GB 128GB),3443000,11/4/2023
Samsung Galaxy S23 8GB 128GB,13252000,11/4/2023
iPhone 13 Pro Max 128GB,38630000,11/4/2023
TECNO SPARK Go 2024 4GB 64GB,1550000,11/4/2023
Samsung Galaxy S24 Plus 12GB 512GB,15813000,11/4/2023
TECNO SPARK 20PRO+,3685000,11/4/2023
Samsung Galaxy S24 Plus 12GB 256GB,16597000,11/4/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,9725000,11/4/2023
Samsung Galaxy S23 FE 8GB 256GB,10266000,11/4/2023
Tecno Camon 30 12GB/256GB,3998000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,20984000,11/4/2023
TECNO POVA 5 8GB 128GB,3960000,11/4/2023
Samsung Galaxy M55 (12GB 256GB),11744000,11/4/2023
TECNO SPARK 20 8GB 128GB,2358000,11/4/2023
Tecno Camon 30 8GB/256GB,5306000,11/4/2023
OPPO Find X5 Pro 12GB 256GB,14728000,11/4/2023
Tecno Pova 6 (8GB/256GB),3701000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,27983000,11/4/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,13024000,11/4/2023
Samsung Galaxy S23 8GB 128GB,12942000,11/4/2023
iPhone 16 128GB,16558000,11/4/2023
iPhone 16 Pro Max 256GB,24984000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,17440000,11/4/2023
iPhone 16 Pro 128GB,28907000,11/4/2023
iPhone 15 Pro Max 256GB,27606000,11/4/2023
Samsung Galaxy Z Fold6,43476000,11/4/2023
iPhone 13 128GB,12020000,11/4/2023
iPhone 15 128GB,27048000,11/4/2023
iPhone 14 Pro Max 128GB,32478000,11/4/2023
Samsung Galaxy A15 LTE 8GB 128GB,5763000,11/4/2023
iPhone 15 Plus 128GB,19753000,11/4/2023
iPhone 15 Pro 128GB,22834000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,29092000,11/4/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,8444000,11/4/2023
Samsung Galaxy Z Flip6,22156000,11/4/2023
Xiaomi 14T,15219000,11/4/2023
iPhone 12 Pro Max 128GB,16732000,11/4/2023
Xiaomi Redmi Note 13 (6GB 128GB),3878000,11/4/2023
Samsung Galaxy S23 8GB 128GB,14297000,11/4/2023
iPhone 13 Pro Max 128GB,16067000,11/4/2023
Samsung Galaxy S24 Plus 12GB 512GB,19948000,11/4/2023
TECNO SPARK 20PRO+,5512000,11/4/2023
TECNO SPARK Go 2024 4GB 64GB,1465000,11/4/2023
Samsung Galaxy S24 Plus 12GB 256GB,24381000,11/4/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,11634000,11/4/2023
TECNO POVA 5 8GB 128GB,3195000,11/4/2023
Tecno Camon 30 12GB/256GB,5174000,11/4/2023
TECNO SPARK 20 8GB 128GB,1962000,11/4/2023
Tecno Camon 30 8GB/256GB,4605000,11/4/2023
OPPO Find X5 Pro 12GB 256GB,15847000,11/4/2023
Tecno Pova 6 (8GB/256GB),7697000,11/4/2023
Samsung Galaxy S23 FE 8GB 256GB,11769000,11/4/2023
Samsung Galaxy M55 (12GB 256GB),10165000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,18658000,11/4/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,17286000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22830000,11/4/2023
Samsung Galaxy S23 8GB 128GB,14766000,11/4/2023
iPhone 16 128GB,17680000,11/4/2023
iPhone 16 Pro Max 256GB,32358000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,16479000,11/4/2023
iPhone 16 Pro 128GB,23337000,11/4/2023
iPhone 15 Pro Max 256GB,21792000,11/4/2023
Samsung Galaxy Z Fold6,33168000,11/4/2023
iPhone 13 128GB,11630000,11/4/2023
iPhone 15 128GB,14481000,11/4/2023
iPhone 14 Pro Max 128GB,26866000,11/4/2023
Samsung Galaxy A15 LTE 8GB 128GB,4671000,11/4/2023
iPhone 15 Plus 128GB,21702000,11/4/2023
iPhone 15 Pro 128GB,23623000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,20962000,11/4/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,7901000,11/4/2023
Samsung Galaxy Z Flip6,22524000,11/4/2023
Xiaomi 14T,19177000,11/4/2023
iPhone 12 Pro Max 128GB,20917000,11/4/2023
Xiaomi Redmi Note 13 (6GB 128GB),2882000,11/4/2023
Samsung Galaxy S23 8GB 128GB,17746000,11/4/2023
iPhone 13 Pro Max 128GB,15349000,11/4/2023
TECNO SPARK Go 2024 4GB 64GB,2823000,11/4/2023
Samsung Galaxy S24 Plus 12GB 512GB,27382000,11/4/2023
TECNO SPARK 20PRO+,4904000,11/4/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,11440000,11/4/2023
Samsung Galaxy S24 Plus 12GB 256GB,20819000,11/4/2023
Tecno Camon 30 8GB/256GB,4539000,11/4/2023
Tecno Pova 6 (8GB/256GB),5578000,11/4/2023
Tecno Camon 30 12GB/256GB,8513000,11/4/2023
Samsung Galaxy S23 FE 8GB 256GB,11205000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,23392000,11/4/2023
Samsung Galaxy M55 (12GB 256GB),11121000,11/4/2023
TECNO POVA 5 8GB 128GB,3447000,11/4/2023
OPPO Find X5 Pro 12GB 256GB,16007000,11/4/2023
TECNO SPARK 20 8GB 128GB,2615000,11/4/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,15989000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,30743000,11/4/2023
Samsung Galaxy S23 8GB 128GB,15279000,11/4/2023
iPhone 16 128GB,29126000,11/4/2023
iPhone 16 Pro Max 256GB,41712000,11/4/2023
Samsung Galaxy S24 Ultra 12GB 256GB,25095000,11/4/2023
iPhone 16 Pro 128GB,20463000,11/4/2023
iPhone 15 Pro Max 256GB,36517000,11/4/2023
Samsung Galaxy Z Fold6,37499000,11/4/2023
iPhone 13 128GB,18429000,11/4/2023
iPhone 15 128GB,23615000,11/4/2023
iPhone 14 Pro Max 128GB,29322000,11/4/2023
Samsung Galaxy A15 LTE 8GB 128GB,3539000,11/4/2023
iPhone 15 Plus 128GB,23334000,11/4/2023
iPhone 15 Pro 128GB,31666000,11/4/2023
Samsung Galaxy S23 Ultra 12GB 512GB,31782000,11/4/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,6472000,11/4/2023
Samsung Galaxy Z Flip6,22796000,11/4/2023
Xiaomi 14T,14120000,11/4/2023
iPhone 12 Pro Max 128GB,23233000,11/4/2023
Xiaomi Redmi Note 13 (6GB 128GB),5497000,11/4/2023
Samsung Galaxy S23 8GB 128GB,12826000,11/4/2023
iPhone 13 Pro Max 128GB,17879000,11/4/2023
TECNO SPARK 20PRO+,4381000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,1447000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,25563000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,12926000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,18783000,11/11/2023
Tecno Camon 30 8GB/256GB,4826000,11/11/2023
Tecno Pova 6 (8GB/256GB),4771000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,9605000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,17949000,11/11/2023
TECNO SPARK 20 8GB 128GB,4214000,11/11/2023
TECNO POVA 5 8GB 128GB,4007000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),11131000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,11459000,11/11/2023
Tecno Camon 30 12GB/256GB,8321000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,22705000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,26294000,11/11/2023
Samsung Galaxy S23 8GB 128GB,10947000,11/11/2023
iPhone 16 128GB,26088000,11/11/2023
iPhone 16 Pro Max 256GB,48034000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22389000,11/11/2023
iPhone 16 Pro 128GB,28026000,11/11/2023
iPhone 15 Pro Max 256GB,24765000,11/11/2023
Samsung Galaxy Z Fold6,40588000,11/11/2023
iPhone 13 128GB,12999000,11/11/2023
iPhone 15 128GB,19276000,11/11/2023
iPhone 14 Pro Max 128GB,18188000,11/11/2023
Samsung Galaxy A15 LTE 8GB 128GB,3881000,11/11/2023
iPhone 15 Plus 128GB,21459000,11/11/2023
iPhone 15 Pro 128GB,23321000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,31020000,11/11/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,6932000,11/11/2023
Samsung Galaxy Z Flip6,34308000,11/11/2023
Xiaomi 14T,14099000,11/11/2023
iPhone 12 Pro Max 128GB,21582000,11/11/2023
Xiaomi Redmi Note 13 (6GB 128GB),4536000,11/11/2023
Samsung Galaxy S23 8GB 128GB,16628000,11/11/2023
iPhone 13 Pro Max 128GB,23505000,11/11/2023
TECNO SPARK 20PRO+,5446000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,2494000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,24393000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,12677000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,15269000,11/11/2023
Tecno Camon 30 8GB/256GB,7801000,11/11/2023
Tecno Pova 6 (8GB/256GB),4600000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,14433000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,14789000,11/11/2023
TECNO SPARK 20 8GB 128GB,2356000,11/11/2023
TECNO POVA 5 8GB 128GB,2958000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),9147000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,13088000,11/11/2023
Tecno Camon 30 12GB/256GB,4197000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,29665000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,29675000,11/11/2023
Samsung Galaxy S23 8GB 128GB,12344000,11/11/2023
iPhone 16 128GB,22887000,11/11/2023
iPhone 16 Pro Max 256GB,36873000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,23269000,11/11/2023
iPhone 16 Pro 128GB,35800000,11/11/2023
iPhone 15 Pro Max 256GB,24571000,11/11/2023
Samsung Galaxy Z Fold6,36873000,11/11/2023
iPhone 13 128GB,15170000,11/11/2023
iPhone 15 128GB,17358000,11/11/2023
iPhone 14 Pro Max 128GB,20325000,11/11/2023
Samsung Galaxy A15 LTE 8GB 128GB,3121000,11/11/2023
iPhone 15 Plus 128GB,21141000,11/11/2023
iPhone 15 Pro 128GB,32475000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,32048000,11/11/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,8717000,11/11/2023
Samsung Galaxy Z Flip6,25743000,11/11/2023
Xiaomi 14T,16302000,11/11/2023
iPhone 12 Pro Max 128GB,28976000,11/11/2023
Xiaomi Redmi Note 13 (6GB 128GB),3922000,11/11/2023
Samsung Galaxy S23 8GB 128GB,15832000,11/11/2023
iPhone 13 Pro Max 128GB,24859000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,1656000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,29893000,11/11/2023
TECNO SPARK 20PRO+,3407000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,24063000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,10741000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,12969000,11/11/2023
Tecno Camon 30 12GB/256GB,5302000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,29432000,11/11/2023
TECNO POVA 5 8GB 128GB,3653000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),8786000,11/11/2023
TECNO SPARK 20 8GB 128GB,3584000,11/11/2023
Tecno Camon 30 8GB/256GB,5984000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,14145000,11/11/2023
Tecno Pova 6 (8GB/256GB),7318000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,31034000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,12048000,11/11/2023
Samsung Galaxy S23 8GB 128GB,10483000,11/11/2023
iPhone 16 128GB,22094000,11/11/2023
iPhone 16 Pro Max 256GB,50212000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,20579000,11/11/2023
iPhone 16 Pro 128GB,24462000,11/11/2023
iPhone 15 Pro Max 256GB,19907000,11/11/2023
Samsung Galaxy Z Fold6,41018000,11/11/2023
iPhone 13 128GB,18287000,11/11/2023
iPhone 15 128GB,21499000,11/11/2023
iPhone 14 Pro Max 128GB,24254000,11/11/2023
Samsung Galaxy A15 LTE 8GB 128GB,6005000,11/11/2023
iPhone 15 Plus 128GB,31770000,11/11/2023
iPhone 15 Pro 128GB,29252000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,37636000,11/11/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,11294000,11/11/2023
Samsung Galaxy Z Flip6,24569000,11/11/2023
Xiaomi 14T,12134000,11/11/2023
iPhone 12 Pro Max 128GB,27078000,11/11/2023
Xiaomi Redmi Note 13 (6GB 128GB),2969000,11/11/2023
Samsung Galaxy S23 8GB 128GB,10371000,11/11/2023
iPhone 13 Pro Max 128GB,16972000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,2126000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,32144000,11/11/2023
TECNO SPARK 20PRO+,5445000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,15744000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,13715000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,13455000,11/11/2023
Tecno Camon 30 12GB/256GB,4683000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,25716000,11/11/2023
TECNO POVA 5 8GB 128GB,4380000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),13044000,11/11/2023
TECNO SPARK 20 8GB 128GB,2005000,11/11/2023
Tecno Camon 30 8GB/256GB,5144000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,10690000,11/11/2023
Tecno Pova 6 (8GB/256GB),7515000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22387000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,13907000,11/11/2023
Samsung Galaxy S23 8GB 128GB,18366000,11/11/2023
iPhone 16 128GB,22643000,11/11/2023
iPhone 16 Pro Max 256GB,49513000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22333000,11/11/2023
iPhone 16 Pro 128GB,24079000,11/11/2023
iPhone 15 Pro Max 256GB,24853000,11/11/2023
Samsung Galaxy Z Fold6,53635000,11/11/2023
iPhone 13 128GB,12596000,11/11/2023
iPhone 15 128GB,25225000,11/11/2023
iPhone 14 Pro Max 128GB,16879000,11/11/2023
Samsung Galaxy A15 LTE 8GB 128GB,3743000,11/11/2023
iPhone 15 Plus 128GB,20843000,11/11/2023
iPhone 15 Pro 128GB,20463000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,39279000,11/11/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,7573000,11/11/2023
Samsung Galaxy Z Flip6,28006000,11/11/2023
Xiaomi 14T,15264000,11/11/2023
iPhone 12 Pro Max 128GB,25353000,11/11/2023
Xiaomi Redmi Note 13 (6GB 128GB),4747000,11/11/2023
Samsung Galaxy S23 8GB 128GB,18008000,11/11/2023
iPhone 13 Pro Max 128GB,20161000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,1937000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,29543000,11/11/2023
TECNO SPARK 20PRO+,5410000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,16252000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,10915000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,11282000,11/11/2023
Tecno Camon 30 12GB/256GB,5005000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,22623000,11/11/2023
TECNO POVA 5 8GB 128GB,3477000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),10463000,11/11/2023
TECNO SPARK 20 8GB 128GB,3306000,11/11/2023
Tecno Camon 30 8GB/256GB,6489000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,17735000,11/11/2023
Tecno Pova 6 (8GB/256GB),7475000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,31719000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,13575000,11/11/2023
Samsung Galaxy S23 8GB 128GB,12406000,11/11/2023
iPhone 16 128GB,25432000,11/11/2023
iPhone 16 Pro Max 256GB,44146000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22972000,11/11/2023
iPhone 16 Pro 128GB,25272000,11/11/2023
iPhone 15 Pro Max 256GB,25590000,11/11/2023
Samsung Galaxy Z Fold6,29182000,11/11/2023
iPhone 13 128GB,11860000,11/11/2023
iPhone 15 128GB,18376000,11/11/2023
iPhone 14 Pro Max 128GB,22619000,11/11/2023
Samsung Galaxy A15 LTE 8GB 128GB,5893000,11/11/2023
iPhone 15 Plus 128GB,18786000,11/11/2023
iPhone 15 Pro 128GB,21067000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,24879000,11/11/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,6452000,11/11/2023
Samsung Galaxy Z Flip6,33380000,11/11/2023
Xiaomi 14T,11053000,11/11/2023
iPhone 12 Pro Max 128GB,22045000,11/11/2023
Xiaomi Redmi Note 13 (6GB 128GB),3513000,11/11/2023
Samsung Galaxy S23 8GB 128GB,12710000,11/11/2023
iPhone 13 Pro Max 128GB,36954000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,1630000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,16168000,11/11/2023
TECNO SPARK 20PRO+,3815000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,16983000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,9982000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,10379000,11/11/2023
Tecno Camon 30 12GB/256GB,4044000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,20050000,11/11/2023
TECNO POVA 5 8GB 128GB,4134000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),12146000,11/11/2023
TECNO SPARK 20 8GB 128GB,2268000,11/11/2023
Tecno Camon 30 8GB/256GB,5485000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,15118000,11/11/2023
Tecno Pova 6 (8GB/256GB),3842000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,29287000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,12510000,11/11/2023
Samsung Galaxy S23 8GB 128GB,12954000,11/11/2023
iPhone 16 128GB,16224000,11/11/2023
iPhone 16 Pro Max 256GB,24585000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,17220000,11/11/2023
iPhone 16 Pro 128GB,27672000,11/11/2023
iPhone 15 Pro Max 256GB,28375000,11/11/2023
Samsung Galaxy Z Fold6,41779000,11/11/2023
iPhone 13 128GB,12454000,11/11/2023
iPhone 15 128GB,27293000,11/11/2023
iPhone 14 Pro Max 128GB,33812000,11/11/2023
Samsung Galaxy A15 LTE 8GB 128GB,5638000,11/11/2023
iPhone 15 Plus 128GB,20426000,11/11/2023
iPhone 15 Pro 128GB,23198000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,29804000,11/11/2023
Xiaomi POCO X6 Pro 5G 8GB 256GB,8069000,11/11/2023
Samsung Galaxy Z Flip6,22991000,11/11/2023
Xiaomi 14T,15173000,11/11/2023
iPhone 12 Pro Max 128GB,15981000,11/11/2023
Xiaomi Redmi Note 13 (6GB 128GB),3901000,11/11/2023
Samsung Galaxy S23 8GB 128GB,13849000,11/11/2023
iPhone 13 Pro Max 128GB,16190000,11/11/2023
Samsung Galaxy S24 Plus 12GB 512GB,20962000,11/11/2023
TECNO SPARK 20PRO+,5553000,11/11/2023
TECNO SPARK Go 2024 4GB 64GB,1449000,11/11/2023
Samsung Galaxy S24 Plus 12GB 256GB,24396000,11/11/2023
Samsung Galaxy S23 FE 5G 8GB 128GB,11650000,11/11/2023
TECNO POVA 5 8GB 128GB,3215000,11/11/2023
Tecno Camon 30 12GB/256GB,5287000,11/11/2023
TECNO SPARK 20 8GB 128GB,1951000,11/11/2023
Tecno Camon 30 8GB/256GB,4785000,11/11/2023
OPPO Find X5 Pro 12GB 256GB,16490000,11/11/2023
Tecno Pova 6 (8GB/256GB),7346000,11/11/2023
Samsung Galaxy S23 FE 8GB 256GB,11761000,11/11/2023
Samsung Galaxy M55 (12GB 256GB),9860000,11/11/2023
Samsung Galaxy S23 Ultra 12GB 512GB,19591000,11/11/2023
OPPO Reno10 Pro+ 5G 12GB 256GB,16556000,11/11/2023
Samsung Galaxy S24 Ultra 12GB 256GB,22308000,11/11/2023
